scheme	subset	query	target	pident	bits	query_labels	target_labels
host_holdout	all_test	YP_009619464.1	YP_002418847.1	100.0	581.0	[]	[]
host_holdout	all_test	YP_009619465.1	YP_009124362.1	100.0	353.0	[]	[]
host_holdout	all_test	YP_009619466.1	YP_009914175.1	100.0	445.0	"[""tail_fiber_receptor""]"	"[""tail_fiber_receptor""]"
host_holdout	all_test	YP_009619467.1	YP_009124364.1	100.0	819.0	"[""tail_fiber_receptor""]"	"[""tail_fiber_receptor""]"
host_holdout	all_test	YP_009619468.1	YP_009851492.1	100.0	1038.0	[]	[]
host_holdout	all_test	YP_009619469.1	YP_009124366.1	99.3	1972.0	"[""tail_assembly""]"	"[""tail_assembly""]"
host_holdout	all_test	YP_009619470.1	YP_009837434.1	99.2	302.0	"[""tail_fiber_receptor"", ""tail_assembly""]"	"[""tail_fiber_receptor"", ""tail_assembly""]"
host_holdout	all_test	YP_009619471.1	YP_009124368.1	99.5	456.0	"[""lysis""]"	"[""lysis""]"
host_holdout	all_test	YP_009619472.1	YP_009215180.1	100.0	149.0	[]	[]
host_holdout	all_test	YP_009619473.1	YP_009835255.1	100.0	642.0	"[""ligase""]"	"[""ligase""]"
host_holdout	all_test	YP_009619474.1	YP_009593803.1	99.4	374.0	[]	[]
host_holdout	all_test	YP_009619475.1	YP_002455982.1	99.5	353.0	[]	[]
host_holdout	all_test	YP_009619476.1	YP_009835179.1	100.0	594.0	[]	[]
host_holdout	all_test	YP_009619477.1	YP_009593290.1	100.0	402.0	[]	[]
host_holdout	all_test	YP_009619478.1	YP_009914186.1	100.0	1039.0	"[""helicase""]"	"[""helicase""]"
host_holdout	all_test	YP_009619479.1	YP_002154197.1	100.0	290.0	"[""helicase""]"	"[""helicase""]"
host_holdout	all_test	YP_009619480.1	YP_009914188.1	99.7	2080.0	"[""polymerase""]"	"[""polymerase""]"
host_holdout	all_test	YP_009619481.1	YP_009913896.1	100.0	389.0	"[""nuclease""]"	"[""nuclease""]"
host_holdout	all_test	YP_009619482.1	YP_009914349.1	99.7	687.0	[]	[]
host_holdout	all_test	YP_009619483.1	YP_009913898.1	96.8	119.0	[]	[]
host_holdout	all_test	YP_009619484.1	YP_009215168.1	100.0	629.0	[]	[]
host_holdout	all_test	YP_009619485.1	YP_009211388.1	100.0	136.0	[]	[]
host_holdout	all_test	YP_009619486.1	YP_009211389.1	100.0	154.0	[]	[]
host_holdout	all_test	YP_009619487.1	YP_009211390.1	98.6	147.0	"[""tail_assembly""]"	"[""tail_assembly""]"
host_holdout	all_test	YP_009619488.1	YP_009211391.1	100.0	145.0	[]	[]
host_holdout	all_test	YP_009619489.1	YP_009829626.1	100.0	165.0	[]	[]
host_holdout	all_test	YP_009619490.1	YP_009914198.1	99.0	686.0	[]	[]
host_holdout	all_test	YP_009619491.1	YP_006200832.1	99.3	454.0	[]	[]
host_holdout	all_test	YP_009619492.1	YP_002154301.1	99.4	820.0	"[""helicase""]"	"[""helicase""]"
host_holdout	all_test	YP_009619493.1	YP_009837411.1	98.5	295.0	[]	[]
host_holdout	all_test	YP_009619494.1	YP_009835197.1	99.2	535.0	[]	[]
host_holdout	all_test	YP_009619495.1	YP_009914203.1	91.4	816.0	[]	[]
host_holdout	all_test	YP_009619496.1	YP_009835232.1	100.0	281.0	[]	[]
host_holdout	all_test	YP_009619497.1	YP_009124394.1	100.0	775.0	[]	[]
host_holdout	all_test	YP_009619498.1	YP_002154216.1	100.0	122.0	[]	[]
host_holdout	all_test	YP_009619499.1	YP_002418882.1	99.8	1212.0	[]	[]
host_holdout	all_test	YP_009619500.1	YP_009835110.1	99.4	381.0	[]	[]
host_holdout	all_test	YP_009619501.1	YP_009215151.1	98.5	387.0	[]	[]
host_holdout	all_test	YP_009619502.1	YP_009215150.1	99.5	473.0	[]	[]
host_holdout	all_test	YP_009619503.1	YP_009966972.1	92.3	197.0	[]	[]
host_holdout	all_test	YP_009619504.1	YP_009193752.1	100.0	156.0	[]	[]
host_holdout	all_test	YP_009619505.1	YP_009913734.1	94.5	149.0	[]	[]
host_holdout	all_test	YP_009619506.1	YP_002418889.1	97.2	146.0	[]	[]
host_holdout	all_test	YP_009619507.1	YP_009835222.1	94.4	227.0	[]	[]
host_holdout	all_test	YP_009619508.1	YP_009124312.1	97.1	449.0	[]	[]
host_holdout	all_test	YP_009619509.1	YP_009124313.1	100.0	157.0	[]	[]
host_holdout	all_test	YP_009619510.1	YP_009837394.1	98.2	120.0	[]	[]
host_holdout	all_test	YP_009619511.1	YP_009914288.1	97.1	145.0	[]	[]
host_holdout	all_test	YP_009619512.1	YP_007002636.1	96.9	134.0	[]	[]
host_holdout	all_test	YP_009619513.1	YP_009835122.1	100.0	180.0	[]	[]
host_holdout	all_test	YP_009619514.1	YP_009966981.1	100.0	124.0	[]	[]
host_holdout	all_test	YP_009619515.1	YP_009966982.1	100.0	139.0	[]	[]
host_holdout	all_test	YP_009619516.1	YP_009914134.1	94.7	421.0	"[""tail_assembly""]"	"[""tail_assembly""]"
host_holdout	all_test	YP_009619517.1	YP_009215137.1	99.0	204.0	[]	[]
host_holdout	all_test	YP_009619518.1	YP_009215136.1	100.0	101.0	[]	[]
host_holdout	all_test	YP_009619519.1	YP_009215135.1	100.0	195.0	[]	[]
host_holdout	all_test	YP_009619520.1	YP_009851449.1	99.7	941.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
host_holdout	all_test	YP_009619521.1	YP_009597849.1	100.0	120.0	[]	[]
host_holdout	all_test	YP_009619522.1	YP_009835130.1	95.8	146.0	[]	[]
host_holdout	all_test	YP_009619523.1	YP_002418813.1	96.2	104.0	[]	[]
host_holdout	all_test	YP_009619524.1	YP_002418814.1	97.7	243.0	[]	[]
host_holdout	all_test	YP_009619525.1	YP_009851454.1	100.0	263.0	[]	[]
host_holdout	all_test	YP_009619526.1	YP_009835205.1	97.6	259.0	[]	[]
host_holdout	all_test	YP_009619527.1	YP_002154243.1	97.9	286.0	[]	[]
host_holdout	all_test	YP_009619528.1	YP_009211335.1	99.4	409.0	[]	[]
host_holdout	all_test	YP_009619529.1	YP_009211336.1	96.7	63.0	[]	[]
host_holdout	all_test	YP_009619530.1	YP_009851458.1	99.0	623.0	[]	[]
host_holdout	all_test	YP_009619531.1	YP_002418820.1	99.3	352.0	"[""methyltransferase""]"	"[""methyltransferase""]"
host_holdout	all_test	YP_009619532.1	YP_009914146.1	98.2	222.0	[]	[]
host_holdout	all_test	YP_009619533.1	YP_009914147.1	95.1	201.0	[]	[]
host_holdout	all_test	YP_009619534.1	YP_009124337.1	100.0	139.0	[]	[]
host_holdout	all_test	YP_009619535.1	YP_009851463.1	99.0	237.0	[]	[]
host_holdout	all_test	YP_009619536.1	YP_009851464.1	100.0	279.0	[]	[]
host_holdout	all_test	YP_009619537.1	YP_009851465.1	99.2	1554.0	"[""capsid_head""]"	"[""capsid_head""]"
host_holdout	all_test	YP_009619538.1	YP_007238173.1	100.0	557.0	[]	[]
host_holdout	all_test	YP_009619539.1	YP_007238174.1	100.0	134.0	[]	[]
host_holdout	all_test	YP_009619540.1	YP_007238175.1	100.0	94.0	[]	[]
host_holdout	all_test	YP_009984369.1	YP_009803526.1	56.8	169.0	[]	[]
host_holdout	all_test	YP_009984370.1	YP_009803527.1	94.8	117.0	[]	[]
host_holdout	all_test	YP_009984371.1	YP_010356320.1	29.5	60.0	[]	[]
host_holdout	all_test	YP_009984372.1	YP_011698674.1	52.7	38.0	[]	[]
host_holdout	all_test	YP_009984373.1	YP_010356322.1	42.8	75.0	[]	[]
host_holdout	all_test	YP_009984374.1	YP_009803521.1	42.9	83.0	[]	[]
host_holdout	all_test	YP_009984375.1	YP_009803537.1	48.1	44.0	[]	[]
host_holdout	all_test	YP_009984376.1	YP_010356332.1	68.0	70.0	[]	[]
host_holdout	all_test	YP_009984377.1	YP_009803554.1	30.8	53.0	[]	[]
host_holdout	all_test	YP_009984379.1	YP_003090238.1	43.1	46.0	[]	[]
host_holdout	all_test	YP_009984380.1	YP_009851532.1	65.0	64.0	[]	[]
host_holdout	all_test	YP_009984386.1	YP_009803526.1	38.2	40.0	[]	[]
host_holdout	all_test	YP_009984387.1	YP_008060612.1	40.0	51.0	[]	[]
host_holdout	all_test	YP_009984390.1	YP_010356354.1	39.7	49.0	[]	[]
host_holdout	all_test	YP_009984391.1	YP_009803295.1	62.8	60.0	[]	"[""ligase""]"
host_holdout	all_test	YP_009984393.1	YP_010356352.1	42.8	115.0	[]	[]
host_holdout	all_test	YP_009984394.1	YP_009803297.1	49.0	51.0	[]	[]
host_holdout	all_test	YP_009984396.1	YP_009803298.1	41.1	69.0	[]	[]
host_holdout	all_test	YP_009984397.1	YP_009803299.1	25.2	60.0	[]	[]
host_holdout	all_test	YP_009984398.1	YP_010356362.1	82.4	115.0	[]	[]
host_holdout	all_test	YP_009984399.1	YP_010356363.1	51.0	100.0	[]	[]
host_holdout	all_test	YP_009984401.1	YP_010356364.1	54.4	81.0	[]	[]
host_holdout	all_test	YP_009984402.1	YP_009803303.1	46.3	76.0	[]	[]
host_holdout	all_test	YP_009984403.1	YP_010356366.1	69.0	398.0	[]	[]
host_holdout	all_test	YP_009984404.1	YP_009803305.1	36.8	106.0	[]	[]
host_holdout	all_test	YP_009984405.1	YP_009803306.1	67.4	295.0	[]	[]
host_holdout	all_test	YP_009984406.1	YP_010655248.1	52.3	341.0	"[""methyltransferase""]"	"[""methyltransferase""]"
host_holdout	all_test	YP_009984407.1	YP_010356370.1	24.3	48.0	[]	[]
host_holdout	all_test	YP_009984408.1	YP_009803314.1	43.7	74.0	[]	[]
host_holdout	all_test	YP_009984409.1	YP_010356377.1	32.1	75.0	[]	[]
host_holdout	all_test	YP_009984410.1	YP_009803316.1	65.9	281.0	[]	[]
host_holdout	all_test	YP_009984411.1	YP_010356379.1	37.1	49.0	[]	[]
host_holdout	all_test	YP_009984412.1	YP_010356380.1	76.1	414.0	[]	[]
host_holdout	all_test	YP_009984413.1	YP_009803319.1	73.8	167.0	[]	[]
host_holdout	all_test	YP_009984414.1	YP_009803320.1	59.0	230.0	[]	[]
host_holdout	all_test	YP_009984415.1	YP_009803552.1	57.9	235.0	[]	[]
host_holdout	all_test	YP_009984416.1	YP_010356384.1	67.1	90.0	[]	[]
host_holdout	all_test	YP_009984418.1	YP_009803324.1	85.7	322.0	"[""methyltransferase""]"	"[""methyltransferase""]"
host_holdout	all_test	YP_009984419.1	YP_010356387.1	46.7	122.0	[]	[]
host_holdout	all_test	YP_009984420.1	YP_010356388.1	76.5	301.0	[]	[]
host_holdout	all_test	YP_009984421.1	YP_009803327.1	66.6	224.0	[]	[]
host_holdout	all_test	YP_009984422.1	YP_009803328.1	76.0	394.0	[]	[]
host_holdout	all_test	YP_009984423.1	YP_009803329.1	78.3	265.0	"[""tail_fiber_receptor"", ""tail_assembly"", ""lysis""]"	"[""lysis""]"
host_holdout	all_test	YP_009984424.1	YP_009803330.1	85.1	77.0	[]	[]
host_holdout	all_test	YP_009984425.1	YP_009803331.1	55.8	108.0	[]	[]
host_holdout	all_test	YP_009984426.1	YP_009803332.1	54.8	299.0	[]	[]
host_holdout	all_test	YP_009984427.1	YP_010356395.1	62.9	249.0	[]	[]
host_holdout	all_test	YP_009984428.1	YP_010356396.1	71.1	414.0	[]	[]
host_holdout	all_test	YP_009984429.1	YP_010356397.1	63.1	458.0	[]	[]
host_holdout	all_test	YP_009984431.1	YP_009803334.1	94.4	223.0	[]	[]
host_holdout	all_test	YP_009984432.1	YP_009803336.1	56.4	45.0	[]	[]
host_holdout	all_test	YP_009984434.1	YP_009803337.1	84.0	128.0	[]	[]
host_holdout	all_test	YP_009984435.1	YP_009803338.1	83.6	616.0	[]	[]
host_holdout	all_test	YP_009984436.1	YP_009803339.1	51.3	113.0	[]	[]
host_holdout	all_test	YP_009984437.1	YP_010356403.1	86.9	1346.0	[]	[]
host_holdout	all_test	YP_009984438.1	YP_009803341.1	87.6	152.0	[]	[]
host_holdout	all_test	YP_009984439.1	YP_010356405.1	67.6	196.0	[]	[]
host_holdout	all_test	YP_009984440.1	YP_009803343.1	71.8	484.0	[]	[]
host_holdout	all_test	YP_009984441.1	YP_009803344.1	62.5	270.0	[]	[]
host_holdout	all_test	YP_009984442.1	YP_006987275.1	56.7	220.0	[]	[]
host_holdout	all_test	YP_009984443.1	YP_010356408.1	76.7	315.0	"[""nuclease""]"	"[""nuclease""]"
host_holdout	all_test	YP_009984444.1	YP_010356409.1	76.5	111.0	[]	[]
host_holdout	all_test	YP_009984445.1	YP_010356410.1	54.6	150.0	[]	[]
host_holdout	all_test	YP_009984446.1	YP_010356412.1	74.3	497.0	"[""polymerase"", ""nuclease""]"	"[""polymerase"", ""nuclease""]"
host_holdout	all_test	YP_009984447.1	YP_010356413.1	85.4	423.0	"[""nuclease""]"	[]
host_holdout	all_test	YP_009984448.1	YP_009803351.1	57.9	79.0	[]	[]
host_holdout	all_test	YP_009984449.1	YP_010356415.1	67.6	407.0	"[""nuclease""]"	"[""nuclease""]"
host_holdout	all_test	YP_009984451.1	YP_010356417.1	61.9	294.0	[]	[]
host_holdout	all_test	YP_009984452.1	YP_010356419.1	86.7	671.0	"[""ligase""]"	"[""ligase""]"
host_holdout	all_test	YP_009984454.1	YP_010356420.1	39.1	61.0	[]	[]
host_holdout	all_test	YP_009984455.1	YP_009803358.1	38.6	72.0	[]	[]
host_holdout	all_test	YP_009984456.1	YP_009803359.1	97.0	269.0	[]	[]
host_holdout	all_test	YP_009984457.1	YP_010356424.1	88.7	606.0	"[""ligase""]"	[]
host_holdout	all_test	YP_009984458.1	YP_010356425.1	94.5	385.0	[]	[]
host_holdout	all_test	YP_009984459.1	YP_010356426.1	85.0	222.0	[]	"[""nuclease""]"
host_holdout	all_test	YP_009984461.1	YP_006987006.1	51.3	113.0	[]	[]
host_holdout	all_test	YP_009984462.1	YP_009803366.1	74.1	93.0	[]	[]
host_holdout	all_test	YP_009984463.1	YP_010356432.1	63.7	130.0	[]	[]
host_holdout	all_test	YP_009984464.1	YP_009803368.1	70.0	161.0	[]	[]
host_holdout	all_test	YP_009984465.1	YP_009803369.1	76.7	123.0	[]	[]
host_holdout	all_test	YP_009984466.1	YP_010356434.1	49.2	73.0	[]	[]
host_holdout	all_test	YP_009984467.1	YP_009803372.1	42.4	92.0	[]	[]
host_holdout	all_test	YP_009984468.1	YP_010297933.1	44.7	199.0	[]	[]
host_holdout	all_test	YP_009984469.1	YP_004934304.1	54.3	600.0	[]	[]
host_holdout	all_test	YP_009984470.1	YP_009803374.1	45.6	66.0	[]	[]
host_holdout	all_test	YP_009984472.1	YP_006987480.1	40.7	74.0	[]	[]
host_holdout	all_test	YP_009984473.1	YP_013605129.1	52.2	102.0	[]	[]
host_holdout	all_test	YP_009984474.1	YP_009803376.1	69.3	127.0	[]	[]
host_holdout	all_test	YP_009984475.1	YP_010356171.1	63.1	68.0	[]	[]
host_holdout	all_test	YP_009984477.1	YP_009803378.1	52.7	104.0	"[""lysis""]"	"[""lysis""]"
host_holdout	all_test	YP_009984478.1	YP_009803379.1	66.6	121.0	[]	[]
host_holdout	all_test	YP_009984479.1	YP_009803380.1	86.4	1262.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
host_holdout	all_test	YP_009984480.1	YP_009803381.1	82.7	878.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
host_holdout	all_test	YP_009984481.1	YP_010356175.1	81.7	277.0	"[""methyltransferase""]"	"[""methyltransferase""]"
host_holdout	all_test	YP_009984482.1	YP_010356176.1	74.1	513.0	[]	[]
host_holdout	all_test	YP_009984483.1	YP_009803384.1	88.6	236.0	[]	[]
host_holdout	all_test	YP_009984484.1	YP_010356178.1	90.3	611.0	"[""capsid_head""]"	[]
host_holdout	all_test	YP_009984485.1	YP_009803386.1	73.9	172.0	[]	[]
host_holdout	all_test	YP_009984486.1	YP_010356180.1	75.8	297.0	[]	[]
host_holdout	all_test	YP_009984487.1	YP_010356181.1	65.4	220.0	"[""tail_assembly""]"	"[""tail_assembly""]"
host_holdout	all_test	YP_009984488.1	YP_009803389.1	76.8	232.0	"[""capsid_head""]"	"[""capsid_head""]"
host_holdout	all_test	YP_009984489.1	YP_010356183.1	65.2	280.0	[]	[]
host_holdout	all_test	YP_009984490.1	YP_009803391.1	76.8	713.0	"[""tail_assembly""]"	"[""tail_assembly""]"
host_holdout	all_test	YP_009984491.1	YP_009803392.1	93.0	301.0	[]	[]
host_holdout	all_test	YP_009984492.1	YP_009803393.1	75.9	249.0	"[""tail_assembly""]"	"[""tail_assembly""]"
host_holdout	all_test	YP_009984493.1	YP_009803394.1	53.7	67.0	[]	[]
host_holdout	all_test	YP_009984494.1	YP_010356187.1	42.9	453.0	"[""tail_assembly""]"	"[""tail_assembly""]"
host_holdout	all_test	YP_009984495.1	YP_010356188.1	70.0	321.0	"[""tail_fiber_receptor"", ""tail_assembly""]"	"[""tail_fiber_receptor"", ""tail_assembly""]"
host_holdout	all_test	YP_009984496.1	YP_009803397.1	73.7	228.0	[]	[]
host_holdout	all_test	YP_009984497.1	YP_010356190.1	83.1	577.0	"[""tail_fiber_receptor""]"	"[""tail_fiber_receptor""]"
host_holdout	all_test	YP_009984498.1	YP_010356191.1	72.5	368.0	"[""tail_fiber_receptor""]"	"[""tail_fiber_receptor""]"
host_holdout	all_test	YP_009984499.1	YP_010356192.1	73.1	318.0	[]	[]
host_holdout	all_test	YP_009984500.1	YP_010356193.1	84.7	265.0	"[""tail_fiber_receptor"", ""tail_assembly""]"	"[""tail_fiber_receptor"", ""tail_assembly""]"
host_holdout	all_test	YP_009984501.1	YP_009803402.1	83.4	1799.0	"[""tail_assembly""]"	"[""tail_assembly""]"
host_holdout	all_test	YP_009984502.1	YP_010356195.1	77.6	1199.0	"[""tail_fiber_receptor"", ""tail_assembly""]"	[]
host_holdout	all_test	YP_009984503.1	YP_010356196.1	87.6	265.0	"[""tail_fiber_receptor"", ""tail_assembly"", ""envelope_glycoprotein""]"	"[""tail_fiber_receptor"", ""tail_assembly"", ""envelope_glycoprotein""]"
host_holdout	all_test	YP_009984504.1	YP_010356198.1	90.6	133.0	"[""membrane_matrix""]"	"[""membrane_matrix""]"
host_holdout	all_test	YP_009984506.1	YP_010356198.1	85.0	156.0	"[""membrane_matrix""]"	"[""membrane_matrix""]"
host_holdout	all_test	YP_009984507.1	YP_009803408.1	80.2	820.0	"[""tail_fiber_receptor""]"	"[""tail_fiber_receptor""]"
host_holdout	all_test	YP_009984508.1	YP_010356200.1	87.0	377.0	"[""tail_fiber_receptor""]"	"[""tail_fiber_receptor""]"
host_holdout	all_test	YP_009984509.1	YP_010356201.1	63.4	420.0	"[""tail_fiber_receptor"", ""tail_assembly""]"	"[""tail_fiber_receptor"", ""tail_assembly""]"
host_holdout	all_test	YP_009984510.1	YP_004893851.1	45.5	154.0	"[""tail_fiber_receptor"", ""tail_assembly""]"	"[""tail_fiber_receptor"", ""tail_assembly""]"
host_holdout	all_test	YP_009984511.1	YP_010356203.1	76.3	165.0	[]	[]
host_holdout	all_test	YP_009984512.1	YP_009150861.1	56.8	729.0	[]	[]
host_holdout	all_test	YP_009984513.1	YP_010356205.1	60.5	806.0	"[""tail_fiber_receptor"", ""tail_assembly""]"	"[""tail_fiber_receptor"", ""tail_assembly""]"
host_holdout	all_test	YP_009984514.1	YP_009803415.1	43.2	590.0	"[""tail_assembly""]"	"[""tail_assembly""]"
host_holdout	all_test	YP_009984516.1	YP_009173576.1	40.6	212.0	"[""methyltransferase""]"	"[""methyltransferase""]"
host_holdout	all_test	YP_009984517.1	YP_009803417.1	64.4	383.0	[]	[]
host_holdout	all_test	YP_009984518.1	YP_009803418.1	56.0	140.0	[]	[]
host_holdout	all_test	YP_009984519.1	YP_010356209.1	36.3	125.0	[]	[]
host_holdout	all_test	YP_009984520.1	YP_007877314.1	37.8	135.0	"[""nuclease""]"	"[""nuclease""]"
host_holdout	all_test	YP_009984521.1	YP_010356213.1	61.9	1378.0	"[""polymerase""]"	"[""polymerase""]"
host_holdout	all_test	YP_009984523.1	YP_010356216.1	70.8	882.0	"[""helicase""]"	[]
host_holdout	all_test	YP_009984524.1	YP_009803426.1	63.7	133.0	[]	[]
host_holdout	all_test	YP_009984525.1	YP_009803427.1	76.1	529.0	[]	[]
host_holdout	all_test	YP_009984526.1	YP_009803428.1	70.9	489.0	[]	[]
host_holdout	all_test	YP_009984527.1	YP_009803429.1	76.1	384.0	[]	[]
host_holdout	all_test	YP_009984528.1	YP_009803430.1	66.3	274.0	[]	[]
host_holdout	all_test	YP_009984529.1	YP_009803431.1	58.0	70.0	[]	[]
host_holdout	all_test	YP_009984530.1	YP_009803432.1	80.2	141.0	[]	[]
host_holdout	all_test	YP_009984531.1	YP_010356224.1	69.3	140.0	[]	[]
host_holdout	all_test	YP_009984532.1	YP_009803434.1	76.1	257.0	"[""lysis""]"	"[""lysis""]"
host_holdout	all_test	YP_009984534.1	YP_009803435.1	80.8	335.0	[]	[]
host_holdout	all_test	YP_009984535.1	YP_010356229.1	66.1	332.0	[]	[]
host_holdout	all_test	YP_009984536.1	YP_010356230.1	63.0	116.0	[]	[]
host_holdout	all_test	YP_009984537.1	YP_010356231.1	76.6	301.0	[]	[]
host_holdout	all_test	YP_009984538.1	YP_009851660.1	47.6	59.0	[]	[]
host_holdout	all_test	YP_009984540.1	YP_009803444.1	78.8	541.0	[]	[]
host_holdout	all_test	YP_009984541.1	YP_010356237.1	40.9	63.0	[]	[]
host_holdout	all_test	YP_009984542.1	YP_009803447.1	38.4	78.0	[]	[]
host_holdout	all_test	YP_009984544.1	YP_010356240.1	95.0	602.0	"[""membrane_matrix""]"	"[""membrane_matrix""]"
host_holdout	all_test	YP_009984546.1	YP_010356241.1	59.7	81.0	[]	[]
host_holdout	all_test	YP_009984547.1	YP_010356242.1	48.6	151.0	[]	[]
host_holdout	all_test	YP_009984548.1	YP_009803452.1	65.0	374.0	[]	[]
host_holdout	all_test	YP_009984549.1	YP_010356244.1	49.0	193.0	[]	[]
host_holdout	all_test	YP_009984551.1	YP_009803455.1	49.2	68.0	[]	[]
host_holdout	all_test	YP_009984552.1	YP_009803486.1	42.8	258.0	[]	[]
host_holdout	all_test	YP_009984553.1	YP_009803456.1	68.5	254.0	[]	[]
host_holdout	all_test	YP_009984554.1	YP_010356248.1	80.8	1026.0	[]	[]
host_holdout	all_test	YP_009984555.1	YP_010356249.1	42.3	74.0	[]	[]
host_holdout	all_test	YP_009984556.1	YP_009212456.1	35.2	60.0	[]	[]
host_holdout	all_test	YP_009984557.1	YP_010356250.1	82.2	320.0	[]	[]
host_holdout	all_test	YP_009984558.1	YP_009803460.1	75.9	135.0	[]	[]
host_holdout	all_test	YP_009984559.1	YP_010356252.1	49.1	730.0	"[""helicase""]"	"[""helicase""]"
host_holdout	all_test	YP_009984561.1	YP_009803462.1	53.2	207.0	[]	[]
host_holdout	all_test	YP_009984562.1	YP_010356254.1	50.8	132.0	[]	[]
host_holdout	all_test	YP_009984563.1	YP_009803464.1	92.5	256.0	[]	[]
host_holdout	all_test	YP_009984564.1	YP_009803465.1	72.4	188.0	[]	[]
host_holdout	all_test	YP_009984565.1	YP_009803466.1	47.5	117.0	[]	[]
host_holdout	all_test	YP_009984566.1	YP_010356259.1	43.7	79.0	[]	[]
host_holdout	all_test	YP_009984567.1	YP_009180902.1	76.1	77.0	[]	[]
host_holdout	all_test	YP_009984568.1	YP_009851562.1	45.8	44.0	[]	[]
host_holdout	all_test	YP_009984570.1	YP_010356264.1	40.6	64.0	[]	[]
host_holdout	all_test	YP_009984571.1	YP_006382913.1	31.3	46.0	[]	[]
host_holdout	all_test	YP_009984573.1	YP_009803473.1	51.5	87.0	[]	[]
host_holdout	all_test	YP_009984574.1	YP_009803475.1	91.4	100.0	[]	[]
host_holdout	all_test	YP_009984575.1	YP_010356269.1	53.7	65.0	[]	[]
host_holdout	all_test	YP_009984576.1	YP_010356270.1	64.5	132.0	[]	[]
host_holdout	all_test	YP_009984577.1	YP_010356272.1	55.0	122.0	[]	[]
host_holdout	all_test	YP_009984578.1	YP_010356274.1	89.2	227.0	[]	[]
host_holdout	all_test	YP_009984579.1	YP_009803482.1	77.1	143.0	[]	[]
host_holdout	all_test	YP_009984581.1	YP_009325307.1	34.0	75.0	[]	[]
host_holdout	all_test	YP_009984582.1	YP_009803486.1	64.2	509.0	[]	[]
host_holdout	all_test	YP_009984583.1	YP_010356280.1	56.5	466.0	"[""nuclease""]"	"[""nuclease""]"
host_holdout	all_test	YP_009984584.1	YP_010356283.1	57.9	196.0	[]	[]
host_holdout	all_test	YP_009984585.1	YP_009111099.1	53.1	62.0	[]	[]
host_holdout	all_test	YP_009984586.1	YP_010356286.1	93.3	171.0	[]	[]
host_holdout	all_test	YP_009984587.1	YP_009111102.1	95.5	141.0	[]	[]
host_holdout	all_test	YP_009984588.1	YP_009803495.1	64.3	232.0	[]	[]
host_holdout	all_test	YP_009984589.1	YP_009803498.1	93.3	233.0	[]	[]
host_holdout	all_test	YP_009984590.1	YP_009150559.1	95.0	115.0	[]	[]
host_holdout	all_test	YP_009984591.1	YP_009150591.1	68.3	120.0	[]	[]
host_holdout	all_test	YP_009984592.1	YP_009803501.1	94.3	138.0	[]	[]
host_holdout	all_test	YP_009984594.1	YP_009803508.1	38.0	65.0	[]	[]
host_holdout	all_test	YP_009984595.1	YP_009851743.1	29.4	44.0	[]	[]
host_holdout	all_test	YP_009984596.1	YP_009803510.1	90.4	189.0	[]	[]
host_holdout	all_test	YP_009984597.1	YP_010356307.1	100.0	119.0	[]	[]
host_holdout	all_test	YP_009984598.1	YP_010356310.1	87.5	229.0	[]	[]
host_holdout	all_test	YP_009984599.1	YP_009111116.1	70.5	188.0	[]	[]
host_holdout	all_test	YP_009812831.1	YP_009807454.1	93.3	294.0	"[""methyltransferase""]"	"[""methyltransferase""]"
host_holdout	all_test	YP_009812832.1	YP_009015229.1	70.4	169.0	[]	[]
host_holdout	all_test	YP_009812834.1	YP_009005112.1	90.9	472.0	[]	[]
host_holdout	all_test	YP_009812835.1	YP_009820038.1	96.8	131.0	[]	[]
host_holdout	all_test	YP_009812836.1	YP_001285800.1	41.4	118.0	"[""nuclease""]"	"[""nuclease""]"
host_holdout	all_test	YP_009812838.1	YP_009807448.1	90.2	154.0	[]	[]
host_holdout	all_test	YP_009812839.1	YP_009005115.1	98.7	1786.0	"[""polymerase""]"	"[""polymerase""]"
host_holdout	all_test	YP_009812840.1	YP_009005116.1	86.3	118.0	[]	[]
host_holdout	all_test	YP_009812844.1	YP_009820042.1	69.4	197.0	[]	[]
host_holdout	all_test	YP_009812846.1	YP_009807494.1	96.6	117.0	[]	[]
host_holdout	all_test	YP_009812847.1	YP_009198637.1	42.5	69.0	[]	[]
host_holdout	all_test	YP_009812848.1	YP_009044259.1	79.0	596.0	"[""ligase""]"	"[""ligase""]"
host_holdout	all_test	YP_009812850.1	YP_009820046.1	97.5	169.0	[]	[]
host_holdout	all_test	YP_009812851.1	YP_009820047.1	96.0	259.0	[]	[]
host_holdout	all_test	YP_009812853.1	YP_009821298.1	57.1	67.0	[]	[]
host_holdout	all_test	YP_009812854.1	YP_009807489.1	96.0	101.0	"[""polymerase""]"	"[""polymerase""]"
host_holdout	all_test	YP_009812855.1	YP_009820049.1	98.7	466.0	[]	[]
host_holdout	all_test	YP_009812857.1	YP_009007149.1	70.8	73.0	[]	[]
host_holdout	all_test	YP_009812860.1	YP_009044267.1	78.9	151.0	[]	[]
host_holdout	all_test	YP_009812861.1	YP_009005127.1	96.7	318.0	[]	[]
host_holdout	all_test	YP_009812862.1	YP_009820053.1	100.0	126.0	[]	[]
